model,dataset,budget,inputId,finalLabel,groundTruth,resolved,correct,finalConfidence,totalPulls,eliminationRound,finalVoteMargin,finalEntropy,numberOfEliminations,numberOfSurvivingCandidates
llama3.1_8b,hatemoderate,75,14518,escalate,not_hate,False,,,225.0,25,0.0,0.371508495181978,0,3
llama3.1_8b,hatemoderate,75,29498,not_hate,not_hate,True,True,1.0,147.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,11505,not_hate,not_hate,True,True,1.0,222.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,6989,not_hate,not_hate,True,True,1.0,147.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,9411,not_hate,not_hate,True,True,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,22502,escalate,not_hate,False,,,225.0,25,0.92,0.11067069502029483,0,3
llama3.1_8b,hatemoderate,75,10546,escalate,not_hate,False,,,225.0,25,0.0,0.8460339807279119,0,3
llama3.1_8b,hatemoderate,75,12516,not_hate,not_hate,True,True,1.0,147.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,3964,escalate,not_hate,False,,,225.0,25,0.12,0.3670672426864282,0,3
llama3.1_8b,hatemoderate,75,19370,not_hate,not_hate,True,True,1.0,147.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,21359,hate,not_hate,True,False,1.0,222.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,14480,escalate,not_hate,False,,,225.0,25,0.24,0.9855324302779406,0,3
llama3.1_8b,hatemoderate,75,29376,not_hate,not_hate,True,True,1.0,222.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,9415,escalate,not_hate,False,,,225.0,25,0.8,0.2575424759098898,0,3
llama3.1_8b,hatemoderate,75,29160,escalate,not_hate,False,,,225.0,25,0.96,0.05653794149142582,0,3
llama3.1_8b,hatemoderate,75,29093,escalate,not_hate,False,,,225.0,25,0.6,0.44217935649972373,0,3
llama3.1_8b,hatemoderate,75,12482,escalate,not_hate,False,,,225.0,25,0.84,0.21129256427661014,0,3
llama3.1_8b,hatemoderate,75,29139,not_hate,not_hate,True,True,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,12513,escalate,not_hate,False,,,225.0,25,0.68,0.37834747699658194,0,3
llama3.1_8b,hatemoderate,75,29119,hate,not_hate,True,False,1.0,222.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,6092,escalate,not_hate,False,,,225.0,25,0.52,0.7717628308706836,0,3
llama3.1_8b,hatemoderate,75,1041,escalate,not_hate,False,,,225.0,25,0.039999999999999994,0.6585757378684062,0,3
llama3.1_8b,hatemoderate,75,17433,hate,not_hate,True,False,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,2044,not_hate,not_hate,True,True,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,27052,hate,not_hate,True,False,1.0,222.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,2987,escalate,not_hate,False,,,225.0,25,0.8,0.2575424759098898,0,3
llama3.1_8b,hatemoderate,75,29491,not_hate,not_hate,True,True,1.0,147.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,14425,escalate,not_hate,False,,,225.0,25,0.039999999999999994,0.6585757378684062,0,3
llama3.1_8b,hatemoderate,75,2030,escalate,not_hate,False,,,225.0,25,0.92,0.11067069502029483,0,3
llama3.1_8b,hatemoderate,75,3889,escalate,not_hate,False,,,225.0,25,0.0,0.988268970745713,0,3
llama3.1_8b,hatemoderate,75,8352,hate,not_hate,True,False,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,29300,escalate,not_hate,False,,,225.0,25,0.96,0.05653794149142582,0,3
llama3.1_8b,hatemoderate,75,29325,escalate,not_hate,False,,,225.0,25,0.92,0.11067069502029483,0,3
llama3.1_8b,hatemoderate,75,2970,escalate,not_hate,False,,,225.0,25,0.08,0.714525485545934,0,3
llama3.1_8b,hatemoderate,75,4921,not_hate,not_hate,True,True,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,27940,escalate,not_hate,False,,,225.0,25,0.8400000000000001,0.4021791902022728,0,3
llama3.1_8b,hatemoderate,75,11482,escalate,not_hate,False,,,225.0,25,0.0,0.5830169903639559,0,3
llama3.1_8b,hatemoderate,75,27945,escalate,not_hate,False,,,225.0,25,0.08,0.714525485545934,0,3
llama3.1_8b,hatemoderate,75,24784,not_hate,not_hate,True,True,1.0,147.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,8408,escalate,not_hate,False,,,222.0,25,0.6,0.44217935649972373,0,3
llama3.1_8b,hatemoderate,75,29032,not_hate,not_hate,True,True,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,12430,escalate,not_hate,False,,,225.0,25,0.76,0.4432967235008788,0,3
llama3.1_8b,hatemoderate,75,11508,escalate,not_hate,False,,,225.0,25,0.19999999999999998,0.6798887329638454,0,3
llama3.1_8b,hatemoderate,75,13494,escalate,not_hate,False,,,225.0,25,0.68,0.37834747699658194,0,3
llama3.1_8b,hatemoderate,75,5006,escalate,not_hate,False,,,225.0,25,0.15999999999999998,0.9950008467771408,0,3
llama3.1_8b,hatemoderate,75,18379,escalate,not_hate,False,,,225.0,25,0.36000000000000004,0.9328263288990599,0,3
llama3.1_8b,hatemoderate,75,6027,escalate,not_hate,False,,,225.0,25,0.0,,0,3
llama3.1_8b,hatemoderate,75,3980,escalate,not_hate,False,,,225.0,25,0.64,0.6805594662738458,0,3
llama3.1_8b,hatemoderate,75,24875,escalate,not_hate,False,,,225.0,25,0.8,0.477737937706723,0,3
llama3.1_8b,hatemoderate,75,7276,not_hate,not_hate,True,True,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,25998,hate,not_hate,True,False,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,29510,escalate,not_hate,False,,,225.0,26,1.0,-0.0,1,2
llama3.1_8b,hatemoderate,75,9419,not_hate,not_hate,True,True,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,25774,escalate,not_hate,False,,,225.0,25,0.92,0.11067069502029483,0,3
llama3.1_8b,hatemoderate,75,29635,not_hate,not_hate,True,True,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,29103,escalate,not_hate,False,,,225.0,25,0.76,0.3009057940116658,0,3
llama3.1_8b,hatemoderate,75,18455,escalate,not_hate,False,,,225.0,25,0.96,0.05653794149142582,0,3
llama3.1_8b,hatemoderate,75,1055,escalate,not_hate,False,,,225.0,25,0.24000000000000002,0.9517882283189008,0,3
llama3.1_8b,hatemoderate,75,26012,hate,not_hate,True,False,1.0,222.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,11545,escalate,not_hate,False,,,225.0,25,0.36,0.5306152277996684,0,3
llama3.1_8b,hatemoderate,75,12457,escalate,not_hate,False,,,225.0,25,0.039999999999999994,0.6585757378684062,0,3
llama3.1_8b,hatemoderate,75,5008,escalate,not_hate,False,,,225.0,25,0.2,0.9931568569324173,0,3
llama3.1_8b,hatemoderate,75,21381,escalate,not_hate,False,,,225.0,25,0.96,0.05653794149142582,0,3
llama3.1_8b,hatemoderate,75,11566,escalate,not_hate,False,,,225.0,25,0.08,0.29150849518197797,0,3
llama3.1_8b,hatemoderate,75,15407,escalate,not_hate,False,,,225.0,25,0.6,0.44217935649972373,0,3
llama3.1_8b,hatemoderate,75,28003,not_hate,not_hate,True,True,1.0,147.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,22526,escalate,not_hate,False,,,225.0,25,0.12,0.3670672426864282,0,3
llama3.1_8b,hatemoderate,75,29615,hate,not_hate,True,False,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,10407,not_hate,not_hate,True,True,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,28032,not_hate,not_hate,True,True,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,6001,escalate,not_hate,False,,,225.0,25,0.76,0.5028010594585881,0,3
llama3.1_8b,hatemoderate,75,18429,escalate,not_hate,False,,,222.0,25,0.04,0.477262742772967,0,3
llama3.1_8b,hatemoderate,75,12426,escalate,not_hate,False,,,225.0,25,0.68,0.6048051803931513,0,3
llama3.1_8b,hatemoderate,75,19399,escalate,not_hate,False,,,225.0,25,0.96,0.05653794149142582,0,3
llama3.1_8b,hatemoderate,75,15414,escalate,not_hate,False,,,225.0,25,0.76,0.3009057940116658,0,3
llama3.1_8b,hatemoderate,75,22508,escalate,not_hate,False,,,225.0,25,0.08,0.29150849518197797,0,3
llama3.1_8b,hatemoderate,75,19444,escalate,not_hate,False,,,225.0,25,0.88,0.2964249426112838,0,3
llama3.1_8b,hatemoderate,75,22305,escalate,not_hate,False,,,225.0,25,0.6799999999999999,0.6343095546405662,0,3
llama3.1_8b,hatemoderate,75,11497,not_hate,not_hate,True,True,1.0,147.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,24807,not_hate,not_hate,True,True,1.0,147.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,25783,escalate,not_hate,False,,,225.0,25,0.64,0.4120679614558238,0,3
llama3.1_8b,hatemoderate,75,2067,escalate,not_hate,False,,,225.0,26,0.96,0.185754247590989,1,2
llama3.1_8b,hatemoderate,75,19372,escalate,not_hate,False,,,225.0,25,0.08,0.714525485545934,0,3
llama3.1_8b,hatemoderate,75,26009,escalate,not_hate,False,,,225.0,25,0.07999999999999999,0.9171514757368124,0,3
llama3.1_8b,hatemoderate,75,15465,escalate,not_hate,False,,,225.0,25,0.52,0.6541949575125765,0,3
llama3.1_8b,hatemoderate,75,29107,hate,not_hate,True,False,1.0,222.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,4871,hate,not_hate,True,False,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,29492,escalate,not_hate,False,,,225.0,25,0.5599999999999999,0.6279336040907127,0,3
llama3.1_8b,hatemoderate,75,29141,escalate,not_hate,False,,,225.0,25,0.2,0.46438561897747244,0,3
llama3.1_8b,hatemoderate,75,22343,escalate,not_hate,False,,,225.0,25,0.64,0.5641017245875709,0,3
llama3.1_8b,hatemoderate,75,9311,hate,not_hate,True,False,1.0,222.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,15410,escalate,not_hate,False,,,225.0,25,0.88,0.3480464366734038,0,3
llama3.1_8b,hatemoderate,75,8429,escalate,not_hate,False,,,225.0,25,0.84,0.21129256427661014,0,3
llama3.1_8b,hatemoderate,75,25862,escalate,not_hate,False,,,225.0,25,0.52,0.6541949575125765,0,3
llama3.1_8b,hatemoderate,75,29689,escalate,not_hate,False,,,225.0,26,0.92,0.29150849518197797,1,2
llama3.1_8b,hatemoderate,75,12434,escalate,not_hate,False,,,225.0,25,0.68,0.37834747699658194,0,3
llama3.1_8b,hatemoderate,75,1001,escalate,not_hate,False,,,225.0,25,0.36,0.9135935556134449,0,3
llama3.1_8b,hatemoderate,75,5018,hate,not_hate,True,False,1.0,222.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,26061,not_hate,not_hate,True,True,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,11576,escalate,not_hate,False,,,225.0,25,0.96,0.05653794149142582,0,3
llama3.1_8b,hatemoderate,75,29166,escalate,not_hate,False,,,225.0,25,0.84,0.21129256427661014,0,3
llama3.1_8b,hatemoderate,75,17423,escalate,not_hate,False,,,225.0,25,0.92,0.11067069502029483,0,3
llama3.1_8b,hatemoderate,75,2927,hate,not_hate,True,False,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,21374,escalate,not_hate,False,,,225.0,25,0.96,0.05653794149142582,0,3
llama3.1_8b,hatemoderate,75,29484,escalate,not_hate,False,,,225.0,25,0.16,0.6501398665684615,0,3
llama3.1_8b,hatemoderate,75,28037,not_hate,not_hate,True,True,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,19429,hate,not_hate,True,False,1.0,222.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,26944,escalate,not_hate,False,,,225.0,25,0.12,0.3670672426864282,0,3
llama3.1_8b,hatemoderate,75,7068,escalate,not_hate,False,,,225.0,25,0.36,0.8126553064824461,0,3
llama3.1_8b,hatemoderate,75,2066,escalate,not_hate,False,,,225.0,25,0.24,0.4941344853728565,0,3
llama3.1_8b,hatemoderate,75,1987,escalate,not_hate,False,,,225.0,25,0.48,0.5082689707457129,0,3
llama3.1_8b,hatemoderate,75,23723,escalate,not_hate,False,,,225.0,25,0.96,0.05653794149142582,0,3
llama3.1_8b,hatemoderate,75,19402,escalate,not_hate,False,,,225.0,25,0.96,0.05653794149142582,0,3
llama3.1_8b,hatemoderate,75,29163,escalate,not_hate,False,,,225.0,25,0.96,0.05653794149142582,0,3
llama3.1_8b,hatemoderate,75,18409,escalate,not_hate,False,,,225.0,25,0.28,0.5142203549607938,0,3
llama3.1_8b,hatemoderate,75,29148,escalate,not_hate,False,,,225.0,25,0.48,0.5082689707457129,0,3
llama3.1_8b,hatemoderate,75,3985,escalate,not_hate,False,,,225.0,25,0.84,0.21129256427661014,0,3
llama3.1_8b,hatemoderate,75,8204,hate,not_hate,True,False,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,22687,escalate,not_hate,False,,,225.0,25,0.03999999999999998,1.0402543356887057,0,3
llama3.1_8b,hatemoderate,75,28039,not_hate,not_hate,True,True,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,29191,escalate,not_hate,False,,,225.0,25,0.68,0.5924142891936437,0,3
llama3.1_8b,hatemoderate,75,11475,escalate,not_hate,False,,,225.0,25,0.16,0.42301699036395596,0,3
llama3.1_8b,hatemoderate,75,5081,escalate,not_hate,False,,,225.0,25,0.76,0.3009057940116658,0,3
llama3.1_8b,hatemoderate,75,23624,hate,not_hate,True,False,1.0,222.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,21362,escalate,not_hate,False,,,225.0,25,0.96,0.05653794149142582,0,3
llama3.1_8b,hatemoderate,75,12490,escalate,not_hate,False,,,225.0,25,0.19999999999999998,0.9536322181636243,0,3
llama3.1_8b,hatemoderate,75,28932,not_hate,not_hate,True,True,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,2063,escalate,not_hate,False,,,225.0,25,0.32,0.8882140539868963,0,3
llama3.1_8b,hatemoderate,75,21365,escalate,not_hate,False,,,225.0,25,0.96,0.05653794149142582,0,3
llama3.1_8b,hatemoderate,75,27068,escalate,not_hate,False,,,225.0,25,0.4,0.8925678319573758,0,3
llama3.1_8b,hatemoderate,75,4893,escalate,not_hate,False,,,225.0,25,0.96,0.05653794149142582,0,3
llama3.1_8b,hatemoderate,75,18369,not_hate,not_hate,True,True,1.0,222.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,22665,escalate,not_hate,False,,,225.0,25,0.88,0.3480464366734038,0,3
llama3.1_8b,hatemoderate,75,4863,escalate,not_hate,False,,,225.0,26,1.0,-0.0,1,2
llama3.1_8b,hatemoderate,75,8372,hate,not_hate,True,False,1.0,222.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,24829,escalate,not_hate,False,,,225.0,26,0.88,0.3670672426864282,1,2
llama3.1_8b,hatemoderate,75,16471,escalate,not_hate,False,,,225.0,25,0.92,0.11067069502029483,0,3
llama3.1_8b,hatemoderate,75,8143,escalate,not_hate,False,,,225.0,25,0.36,0.9262883164166176,0,3
llama3.1_8b,hatemoderate,75,11476,escalate,not_hate,False,,,225.0,25,0.04,0.185754247590989,0,3
llama3.1_8b,hatemoderate,75,23729,not_hate,not_hate,True,True,1.0,222.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,75,22353,escalate,not_hate,False,,,225.0,25,0.07999999999999999,0.5528214902774172,0,3
llama3.1_8b,hatemoderate,75,115,not_hate,not_hate,True,True,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,100,2509,escalate,hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,441,hate,hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,6117,hate,hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,5162,hate,hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,4820,escalate,hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,3335,not_hate,hate,True,False,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,2421,escalate,hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,11822,hate,hate,True,True,,76.0,26,,,2,1
llama3.1_8b,hatemoderate,100,2116,escalate,hate,False,,,297.0,34,,,0,3
llama3.1_8b,hatemoderate,100,9132,hate,hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,497,escalate,hate,False,,,272.0,34,,,0,3
llama3.1_8b,hatemoderate,100,481,escalate,hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,2256,hate,hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,4663,escalate,hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,4924,hate,hate,True,True,,96.0,35,,,2,1
llama3.1_8b,hatemoderate,100,10941,escalate,hate,False,,,262.0,29,,,2,1
llama3.1_8b,hatemoderate,100,454,hate,hate,True,True,,78.0,26,,,1,1
llama3.1_8b,hatemoderate,100,12105,hate,hate,True,True,,76.0,26,,,2,1
llama3.1_8b,hatemoderate,100,4193,hate,hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,11819,hate,hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,9109,escalate,hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,4683,escalate,hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,9723,escalate,hate,False,,,287.0,34,,,0,3
llama3.1_8b,hatemoderate,100,6147,escalate,hate,False,,,276.0,34,,,0,3
llama3.1_8b,hatemoderate,100,124,hate,hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,3757,hate,hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,9143,hate,hate,True,True,,87.0,29,,,1,1
llama3.1_8b,hatemoderate,100,7215,hate,hate,True,True,,99.0,35,,,2,1
llama3.1_8b,hatemoderate,100,6145,escalate,hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,3721,hate,hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,4618,escalate,hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,7111,escalate,hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,2419,hate,hate,True,True,,91.0,31,,,2,1
llama3.1_8b,hatemoderate,100,2245,hate,hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,8197,escalate,hate,False,,,272.0,34,,,0,3
llama3.1_8b,hatemoderate,100,2281,hate,hate,True,True,,87.0,29,,,1,1
llama3.1_8b,hatemoderate,100,7408,not_hate,hate,True,False,,87.0,29,,,1,1
llama3.1_8b,hatemoderate,100,7252,hate,hate,True,True,,97.0,33,,,2,1
llama3.1_8b,hatemoderate,100,6012,escalate,hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,719,not_hate,hate,True,False,,172.0,24,,,1,1
llama3.1_8b,hatemoderate,100,9938,self_refused,hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,11735,escalate,hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,2777,escalate,hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,8179,escalate,hate,False,,,278.0,34,,,0,3
llama3.1_8b,hatemoderate,100,1851,hate,hate,True,True,,76.0,26,,,2,1
llama3.1_8b,hatemoderate,100,12023,escalate,hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,6443,self_refused,hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,7522,escalate,hate,False,,,286.0,35,,,1,2
llama3.1_8b,hatemoderate,100,16239,hate,hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,4140,hate,hate,True,True,,76.0,26,,,2,1
llama3.1_8b,hatemoderate,100,29697,hate,not_hate,True,False,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,2990,not_hate,not_hate,True,True,,172.0,24,,,1,1
llama3.1_8b,hatemoderate,100,2039,not_hate,not_hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,29347,not_hate,not_hate,True,True,,172.0,24,,,1,1
llama3.1_8b,hatemoderate,100,9324,escalate,not_hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,12443,not_hate,not_hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,3864,not_hate,not_hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,9364,not_hate,not_hate,True,True,,300.0,35,,,2,1
llama3.1_8b,hatemoderate,100,4859,escalate,not_hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,18393,hate,not_hate,True,False,,88.0,31,,,2,1
llama3.1_8b,hatemoderate,100,11552,escalate,not_hate,False,,,284.0,34,,,0,3
llama3.1_8b,hatemoderate,100,22303,escalate,not_hate,False,,,293.0,34,,,0,3
llama3.1_8b,hatemoderate,100,29121,hate,not_hate,True,False,,282.0,29,,,2,1
llama3.1_8b,hatemoderate,100,17387,not_hate,not_hate,True,True,,178.0,26,,,1,1
llama3.1_8b,hatemoderate,100,7000,not_hate,not_hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,17467,not_hate,not_hate,True,True,,172.0,24,,,1,1
llama3.1_8b,hatemoderate,100,16455,not_hate,not_hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,8339,hate,not_hate,True,False,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,29461,not_hate,not_hate,True,True,,172.0,24,,,1,1
llama3.1_8b,hatemoderate,100,11484,escalate,not_hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,29680,hate,not_hate,True,False,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,29536,not_hate,not_hate,True,True,,176.0,26,,,2,1
llama3.1_8b,hatemoderate,100,29179,escalate,not_hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,3000,escalate,not_hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,28024,escalate,not_hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,29118,not_hate,not_hate,True,True,,78.0,26,,,1,1
llama3.1_8b,hatemoderate,100,7041,not_hate,not_hate,True,True,,188.0,31,,,2,1
llama3.1_8b,hatemoderate,100,23916,not_hate,not_hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,10343,escalate,not_hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,7003,not_hate,not_hate,True,True,,76.0,26,,,2,1
llama3.1_8b,hatemoderate,100,22349,not_hate,not_hate,True,True,,172.0,24,,,1,1
llama3.1_8b,hatemoderate,100,18388,not_hate,not_hate,True,True,,272.0,24,,,1,1
llama3.1_8b,hatemoderate,100,11507,escalate,not_hate,False,,,270.0,33,,,2,1
llama3.1_8b,hatemoderate,100,29140,escalate,not_hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,29599,escalate,not_hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,25877,not_hate,not_hate,True,True,,172.0,24,,,1,1
llama3.1_8b,hatemoderate,100,8399,escalate,not_hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,29541,hate,not_hate,True,False,,272.0,24,,,1,1
llama3.1_8b,hatemoderate,100,14462,not_hate,not_hate,True,True,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,2935,escalate,not_hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,9332,escalate,not_hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,1029,not_hate,not_hate,True,True,,172.0,24,,,1,1
llama3.1_8b,hatemoderate,100,13516,escalate,not_hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,19411,hate,not_hate,True,False,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,11490,escalate,not_hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,2977,escalate,not_hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,8346,self_refused,not_hate,False,,,300.0,34,,,0,3
llama3.1_8b,hatemoderate,100,25978,hate,not_hate,True,False,,72.0,24,,,1,1
llama3.1_8b,hatemoderate,100,13502,hate,not_hate,True,False,,78.0,26,,,1,1
llama3.1_8b,hatemoderate,100,8360,hate,not_hate,True,False,,76.0,26,,,2,1
llama3.1_8b,hatemoderate,100,5484,escalate,hate,False,,,300.0,36,0.8611111111111112,0.18576637285329303,1,2
llama3.1_8b,hatemoderate,100,3640,escalate,hate,False,,,300.0,37,0.32432432432432434,0.5268619021322574,1,2
llama3.1_8b,hatemoderate,100,7509,escalate,hate,False,,,300.0,34,0.20588235294117646,0.4694339833632102,0,3
llama3.1_8b,hatemoderate,100,1007,escalate,hate,False,,,300.0,34,0.06149732620320856,0.46412504354925627,0,3
llama3.1_8b,hatemoderate,100,7099,escalate,hate,False,,,300.0,34,0.14705882352941177,0.40669628622984955,0,3
llama3.1_8b,hatemoderate,100,6663,hate,hate,True,True,1.0,72.0,24,1.0,-0.0,1,1
llama3.1_8b,hatemoderate,100,10855,escalate,hate,False,,,254.0,26,0.038461538461538464,0.1807861430054266,2,1
llama3.1_8b,hatemoderate,100,27053,hate,not_hate,True,False,0.967741935483871,288.0,31,0.967741935483871,0.04577972397905481,2,1
llama3.1_8b,hatemoderate,100,17476,not_hate,not_hate,True,True,0.9354838709677419,188.0,31,0.9354838709677419,0.09000787556515458,2,1
